id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
625,"Miller, K.B., Stuart D.A., Smith N.L., Lee C.Y., McHale N.L., Flanagan J.A., Ou, B., Hurst W.J.",2006,Antioxidant activity and polyphenol and procyanidin contents of selected commercially available cocoa-containing and chocolate products in the United States,MILLER 2006,Journal of Agricultural and Food Chemistry,54,,4062-4068,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
265,"Minussi R.C., Rossi M., Bologna L., Cordi L., Rotilio D., Pastore G.M., Duran N.",2003,Phenolic compounds and total antioxidant potential of commercial wines,MINUSSI 2003,Food Chemistry,82,3,409-416,2005-05-08 11:39:23 UTC,2015-04-14 13:48:31 UTC      
922,"Miro-Casas E., Farre Albaladejo M., Covas M.I., Rodriguez J.O., Menoyo Colomer E., Lamuela Raventos R.M., de la Torre R.",2001,Capillary gas chromatography-mass spectrometry quantitative determination of hydroxytyrosol and tyrosol in human urine after olive oil intake,MIRO-CASAS 2001,Anal Biochem,294,1,63-72,2015-04-13 21:45:28 UTC,2015-04-14 13:48:31 UTC      
921,"Miro-Casas E., Covas M.I., Farre M., Fito M., Ortuno J., Weinbrenner T., Roset P., de la Torre R.",2003,Hydroxytyrosol disposition in humans,MIRO-CASAS 2003,Clin Chem,49,6 Pt 1,945-52,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      
875,"Mitani K., Narimatsu S., Kataoka H.",2003,Determination of daidzein and genistein in soybean foods by automated on-line in-tube solid-phase microextraction coupled to high-performance liquid chromatography,MITANI 2003,Journal of Chromatography A,986,2,169-77,2009-04-06 14:50:15 UTC,2015-04-14 13:48:32 UTC      
989,"Miyake Y., Shimoi K., Kumazawa S., Yamamoto K., Kinae N., Osawa T.",2000,Identification and antioxidant activity of flavonoid metabolites in plasma and urine of eriocitrin-treated rats,MIYAKE 2000,J Agric Food Chem,48,8,3217-24,2015-04-13 21:45:29 UTC,2015-04-14 13:48:32 UTC      
790,"Moazzami A.A., Andersson R.E., Kamal-Eldin A.",2006,HPLC analysis of sesaminol glucosides in sesame seeds,MOAZZAMI 2006_01,Journal of Agricultural and Food Chemistry,54,,633-638,2007-10-12 11:13:40 UTC,2015-04-14 13:48:32 UTC      
794,"Moazzami A.A., Kamal-Eldin A.",2006,Sesame seed is a rich source of dietary lignans,MOAZZAMI 2006_02,Journal of the American Oil Chemists' Society,83,8,719-723,2007-10-12 15:30:00 UTC,2015-04-14 13:48:33 UTC      
792,"Moazzami A.A., Andersson R.E., Kamal-Eldin A.",2006,Characterization and analysis of sesamolinol diglucoside in sesame seeds,MOAZZAMI 2006_03,"Bioscience, Biotechnology and Biochemistry",70,6,1478-1481,2007-10-12 14:39:39 UTC,2015-04-14 13:48:33 UTC      
153,"Moeller B., Herrmann K.",1983,Quinic acid esters of hydroxycinnamic acids in stone and pome fruit,MOELLER 1983,Phytochemistry,22,2,477-481,2004-10-08 10:02:34 UTC,2015-04-13 21:45:23 UTC      
319,"Monagas M., Gomez-Cordoves C., Bartolome B., Laureano O., Ricardo-da-Silva J.M.",2003,"Monomeric, oligomeric, and polymeric flavan-3-ol composition of wines and grapes from Vitis vinifera L. cv. Graciano, Tempranillo, and Cabernet Sauvignon",MONAGAS 2003,Journal of Agricultural and Food Chemistry,51,22,6475-6481,2005-11-10 11:18:43 UTC,2015-04-14 13:48:34 UTC      
503,"Montanari L., Perretti G., Natella F., Guidi A., Fantozzi P.",1999,Organic and phenolic acids in beer,MONTANARI 1999,LWT - Food Science and Technology,32,,535-539,2007-01-02 16:15:09 UTC,2015-04-14 13:48:34 UTC      
773,"Monti S.M., Ritieni A., Sacchi R., Skog K., Borgen E., Fogliano V.",2001,Characterization of phenolic compounds in virgin olive oil and their effect on the formation of carcinogenic/mutagenic heterocyclic amines in a model system,MONTI 2001,Journal of Agricultural and Food Chemistry,49,,3969-3975,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
990,"Moon J.H., Nakata R., Oshima S., Inakuma T., Terao J.",2000,Accumulation of quercetin conjugates in blood plasma after the short-term ingestion of onion by women,MOON 2000,Am J Physiol Regul Integr Comp Physiol,279,2,R461-7,2015-04-13 21:45:29 UTC,2015-04-14 13:48:35 UTC      
1123,"Moon Y.J., Sagawa K., Frederick K., Zhang S., Morris M.E.",2006,Pharmacokinetics and bioavailability of the isoflavone biochanin A in rats,MOON 2006,Aaps J,8,3,E433-42,2011-04-06 23:30:39 UTC,2015-04-14 13:48:35 UTC      
991,"Moon Y.J., Wang L., DiCenzo R., Morris M.E.",2008,Quercetin pharmacokinetics in humans,MOON 2008,Biopharm Drug Dispos,29,4,205-17,2015-04-13 21:45:29 UTC,2015-04-14 13:48:35 UTC      
1118,"Moors S., Blaszkewicz M., Bolt H.M., Degen G.H.",2007,"Simultaneous determination of daidzein, equol, genistein and bisphenol A in human urine by a fast and simple method using SPE and GC-MS",MOORS 2007,Mol Nutr Food Res,51,7,787-98,2011-04-06 23:30:39 UTC,2015-04-14 13:48:36 UTC      
1250,"Mora-Rochin S., Gutierrez-Uribe J.A., Serna-Saldivar S.O., Sanchez-Pena P., Reyes-Moreno C., Milan-Carrillo J.",2010,Phenolic content and antioxidant activity of tortillas produced from pigmented maize processed by conventional nixtamalization or extrusion cooking,MORA-ROCHIN 2010,Journal of Cereal Science,52,3,502-508,2012-12-01 22:21:08 UTC,2015-04-14 13:48:37 UTC      
892,"Morandi S., D'Agostina A., Ferrario F., Arnoldi A.",2005,Isoflavone content of Italian soy food products and daily intakes of some specific classes of consumers,MORANDI 2005_01,European Food Research and Technology,221,01-Feb,84-91,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      
1119,"Morandi S., Locati D., Ferrario F., Chiesa G., Arnoldi A.",2005,A simple method for the characterization and quantification of soy isoflavone metabolites in the serum of MMTV-Neu mice using high-performance liquid chromatography/electrospray ionization mass spectr,MORANDI 2005_02,Rapid Commun Mass Spectrom,19,2,153-61,2011-04-06 23:30:39 UTC,2015-04-13 21:45:30 UTC      
593,"Moreira D.P., Monteira M.C., Ribeiro-Alves M., Donangelo C.M., Trugo L.C.",2005,Contribution of chlorogenic acids to the iron-reducing activity of coffee beverages,MOREIRA 2005,Journal of Agricultural and Food Chemistry,53,,1399-1402,2015-04-13 21:45:26 UTC,2015-04-14 13:48:38 UTC      
688,"Morello J.-R., Romero M.-P., Motivla M.-J.",2004,"Effect of the maturation process of the olive fruit on the phenolic fraction of drupes and oils from Arbequina, Fraga, and Morrut cultivars",MORELLO 2004_01,Journal of Agricultural and Food Chemistry,52,,6002-6009,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
728,"Morello J.-R., Motilva M.-J., Tovar M.-J., Romero M.-P ,2004,Changes in commercial virgin olive oil (cv Arbequina) during storage, with special emphasis on the phenolic fraction",MORELLO 2004_02,Food Chemistry,85,,357-364,2007-08-11 15:34:41 UTC,2015-04-13 21:45:27 UTC     ,,
1305,"Moreno-Franco B., García-González A., Montero-Bravo A.M., Iglesias-Gutiérrez E., Úbeda N., Maroto-Núñez L., Adlercreutz H., Peñalvo J.L.",2011,Dietary alkylresorcinols and lignans in the Spanish diet: development of the Alignia database,MORENO-FRANCO 2011,Journal of Agricultural and Food Chemistry,59,18,9827-9834,2014-11-10 10:35:44 UTC,2015-04-14 13:48:39 UTC      
320,"Moreno-Labanda J.F., Mallavia R., Perez-Fons L., Lizama V., Saura D., Micol V.",2004,Determination of piceid and resveratrol in Spanish wines deriving from Monastrell (Vitis vinifera L.) grape variety,MORENO-LABANDA 2004,Journal of Agricultural and Food Chemistry,52,17,5396-5403,2005-11-10 11:18:43 UTC,2015-04-14 13:48:39 UTC      
1120,"Morton M.S., Wilcox G., Wahlqvist M.L., Griffiths K.",1994,Determination of lignans and isoflavonoids in human female plasma following dietary supplementation,MORTON 1994,J Endocrinol,142,2,251-9,2011-04-06 23:30:39 UTC,2015-04-14 13:48:39 UTC      
119,"Mouly P., Gaydou E.M., Estienne J.",1993,Column liquid chromatographic determination of flavanone glycosides in Citrus :  Application to grapefruit and sour orange juice adulterations,MOULY 1993,Journal of Chromatography A,634,1,129-134,2015-04-13 21:45:23 UTC,2015-04-14 13:48:40 UTC      
124,"Mouly P.P., Arzouyan C.R., Gaydou E.M., Estienne J.M.",1994,Differentiation of citrus juices by factorial discriminant analysis using liquid chromatography of flavanone glycosides,MOULY 1994,Journal of Agricultural and Food Chemistry,42,1,70-79,2004-04-05 13:53:00 UTC,2015-04-13 21:45:23 UTC      
29,"Mouly, P., Gaydou, E., Faure, R., Estienne, J.M.",1997,Blood Orange Juice Authentication Using Cinnamic Acid Derivatives. Variety Differentiations Associated with Flavanone Glycoside Content,MOULY 1997,Journal of Agricultural and Food Chemistry,45,2,373-377,2015-04-13 21:45:23 UTC,2015-04-13 21:45:23 UTC      
120,"Mouly P., Gaydou E.M., Auffray A.",1998,Simultaneous separation of flavanone glycosides and polymethoxylated flavones in citrus juices using liquid chromatography,MOULY 1998,Journal of Chromatography A,800,2,171-179,2015-04-13 21:45:23 UTC,2015-04-14 13:48:41 UTC      
81,"Moyer R.A., Hummer K.E., Finn C.E., Frei B., Wrolstad R.E.",2002,"Anthocyanins, phenolics, and antioxidant capacity in diverse small fruits: vaccinium, rubus, and ribes",MOYER 2002,Journal of Agricultural and Food Chemistry,50,3,519-25,2003-12-05 10:41:49 UTC,2015-04-14 13:48:42 UTC      
197,"Mozetic B., Trebse P., Hribar J.",2002,Determination and quantitation of anthocyanins and hydroxycinnamic acids in different cultivars of sweet cherries (Prunus avium L.) from Nova Gorica region (Slovenia),MOZETIC 2002,Food Technology and Biotechnology,40,3,207-212,2005-03-01 09:31:27 UTC,2015-04-13 21:45:24 UTC      
190,"Mozetic B., Trebse P., Simcic M., Hribar J.",2004,Changes of anthocyanins and hydroxycinnamic acids affecting the skin colour during maturation of sweet cherries (Prunus avium L.),MOZETIC 2004,LWT - Food Science and Technology,37,1,123-128,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
299,"Mozzon M., Frega N., Pallotta U.",1996,Resveratrol content in some Tuscan wines,MOZZON 1996,Italian Journal of Food Science,8,2,145-152,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
353,"Mpofu A., Sapirstein H.D., Beta T.",2006,"Genotype and environmental variation in phenolic content, phenolic acid composition, and antioxidant activity of hard spring wheat",MPOFU  2006,Journal of Agricultural and Food Chemistry,54,,1265-1270,2015-04-13 21:45:25 UTC,2015-04-14 13:48:43 UTC      
530,"Mrkic V., Cocci E., dalla Rosa M., Sacchetti G.",2006,Effect of drying conditions on bioactive compounds and antioxidant activity of broccoli (Brassica oleracea L.),MRKIC 2006,Journal of the Science of Food and Agriculture,86,10,1559-1566,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
732,"Mueller A., Ganzera M., Stuppner H.",2004,Analysis of the aerial parts of Verbena officinalis L. by micellar electrokinetic capillary chromatography,MUELLER 2004,Chromatographia,60,03-Apr,193-197,2007-09-11 12:18:49 UTC,2015-04-13 21:45:27 UTC      
747,"Muir A.D., Westcott N.D.",2000,Quantitation of the lignan secoisolariciresinol diglucoside in baked goods containing flax seed or flax meal,MUIR 2000,Journal of Agricultural and Food Chemistry,48,,4048-4052,2015-04-13 21:45:27 UTC,2015-04-14 13:48:44 UTC      
1053,"Mulder T.P., van Platerink C.J., Wijnand Schuyl P.J., van Amelsvoort J.M.",2001,Analysis of theaflavins in biological fluids using liquid chromatography-electrospray mass spectrometry,MULDER 2001,J Chromatogr B Biomed Sci Appl,760,2,271-9,2015-04-13 21:45:29 UTC,2015-04-14 13:48:45 UTC      
1058,"Mulder T.P., Rietveld A.G., van Amelsvoort J.M.",2005,Consumption of both black tea and green tea results in an increase in the excretion of hippuric acid into urine,MULDER 2005,Am J Clin Nutr,81,1 Suppl,256S-260S,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
740,"Mulinacci N., Giaccherini C., Ieri F., Innocenti M., Romani A., Vincieri F.F.",2006,Evaluation of lignans and free and linked hydroxy-tyrosol and tyrosol in extra virgin olive oil after hydrolysis processes,MULINACCI 2006,Journal of the Science of Food and Agriculture,86,,757-764,2007-12-11 16:37:29 UTC,2015-04-13 21:45:27 UTC      
992,"Mullen W., Graf B.A., Caldwell S.T., Hartley R.C., Duthie G.G., Edwards C.A., Lean M.E., Crozier A.",2002,Determination of flavonol metabolites in plasma and tissues of rats by HPLC-radiocounting and tandem mass spectrometry following oral ingestion of [2-(14)C]quercetin-4'-glucoside,MULLEN 2002_01,J Agric Food Chem,50,23,6902-9,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
201,"Mullen W., Stewart A.J., Lean M.E.J., Gardner P., Duthie G.G., Crozier A.",2002,"Effect of freezing and storage on the phenolics, ellagitannins, flavonoids, and antioxidant capacity of red raspberries",MULLEN 2002_02,Journal of Agricultural and Food Chemistry,50,18,5197-5201,2015-04-13 21:45:24 UTC,2015-04-14 13:48:46 UTC      
993,"Mullen W., Boitier A., Stewart A.J., Crozier A.",2004,Flavonoid metabolites in human plasma and urine after the consumption of red onions: analysis by liquid chromatography with photodiode array and full scan tandem mass spectrometric detection,MULLEN 2004,J Chromatogr A,1058,01-Feb,163-8,2015-04-13 21:45:29 UTC,2015-04-14 13:48:47 UTC      
994,"Mullen W., Edwards C.A., Crozier A.",2006,"Absorption, excretion and metabolite profiling of methyl-, glucuronyl-, glucosyl- and sulpho-conjugates of quercetin in human plasma and urine after ingestion of onions",MULLEN 2006,Br J Nutr,96,1,107-16,2015-04-13 21:45:29 UTC,2015-04-14 13:48:47 UTC      
995,"Mullen W., Archeveque M.A., Edwards C.A., Matsumoto H., Crozier A.",2008,Bioavailability and metabolism of orange juice flavanones in humans: impact of a full-fat yogurt,MULLEN 2008_01,J Agric Food Chem,56,23,11157-64,2015-04-13 21:45:29 UTC,2015-04-14 13:48:48 UTC      
1090,"Mullen W., Edwards C.A., Serafini M., Crozier A.",2008,Bioavailability of pelargonidin-3-O-glucoside and its metabolites in humans following the ingestion of strawberries with and without cream,MULLEN 2008_02,J Agric Food Chem,56,3,713-9,2015-04-13 21:45:30 UTC,2015-04-14 13:48:48 UTC      
1022,"Mullen W., Borges G., Lean M.E., Roberts S.A., Crozier A.",2010,Identification of metabolites in human plasma and urine after consumption of a polyphenol-rich juice drink,MULLEN 2010,J Agric Food Chem,58,4,2586-95,2015-04-13 21:45:29 UTC,2015-04-14 13:48:49 UTC      
363,"Mullin W.J., Emery P.H.",1992,Determination of alkylresorcinols in cereal-based foods,MULLIN 1992,Journal of Agricultural and Food Chemistry,40,,2127-2130,2006-03-05 09:47:15 UTC,2015-04-13 21:45:25 UTC      
874,"Mullner C., Sontag G.",2000,"HPLC with coulometric electrode array detection - Determination of daidzein and genistein in soy based infant food, soy milk and soy based supplements",MULLNER 2000,European Food Research and Technology,211,4,301-04,2009-03-06 15:38:01 UTC,2015-04-13 21:45:28 UTC      
705,"Munne-Bosch S., Alegre L., Schwarz K.",2000,The formation of phenolic diterpenes in Rosmarinus officinalis L. under Mediterranean climate,MUNNE-BOSCH 2000,European Food Research and Technology,210,4,263-267,2007-01-11 16:13:28 UTC,2015-04-13 21:45:27 UTC      
900,"Murphy P.A., Song T.T., Buseman G., Barua K., Beecher G.R., Trainer D., Holden J.",1999,Isoflavones in retail and institutional soy foods,MURPHY 1999,Journal of Agricultural and Food Chemistry,47,7,2697-704,2015-04-13 21:45:28 UTC,2015-04-14 13:48:50 UTC      
484,"Murtaza I., Beigh G.M., Ahmad Shah T., Amjad H., Ali Khan A., Charanjit K.",2005,Antioxidant activity and total phenolic content of kale genotypes grown in Kashmir Valley,MURTAZA 2005,Journal of Plant Biochemistry and Biotechnology,14,2,215-217,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
615,"Nakamura Y., Kaihara A., Yoshii K., Tsumura Y., Ishimitsu S., Tonogai Y.",2001,Content and composition of isoflavonoids in mature or immature beans and bean sprouts consumed in Japan,NAKAMURA 2001,Journal of Health Science,47,4,394-406,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
186,"Nakatani N., Kayano S., Kikuzaki H., Sumino K., Katagiri K., Mitani T.",2000,"Identification, quantitative determination, and antioxidative activities of chlorogenic acid isomers in prune (Prunus domestica L.)",NAKATANI 2000,Journal of Agricultural and Food Chemistry,48,11,5512-5516,2015-04-13 21:45:24 UTC,2015-04-14 13:48:51 UTC      
597,"Nardini M., Cirillo E., Natella F., Scaccini C.",2002,Absorption of phenolic acids in humans after coffee consumption,NARDINI 2002_01,Journal of Agricultural and Food Chemistry,50,,5735-5741,2007-11-05 12:42:13 UTC,2015-04-14 13:48:52 UTC      
598,"Nardini M., Cirillo E., Natella F., Mencarelli D., Comisso A., Scaccini C.",2002,Detection of bound phenolic acids: prevention by ascorbic acid and ethylenediaminetetraacetic acid,NARDINI 2002_02,Food Chemistry,79,,119-124,2007-11-05 16:15:54 UTC,2015-04-13 21:45:26 UTC      
505,"Nardini M., Ghiselli A.",2004,Determination of free and bound phenolic acids in beer,NARDINI 2004,Food Chemistry,84,,137-143,2007-05-02 11:48:39 UTC,2015-04-14 13:48:52 UTC      
540,"Nardini M., Natella F., Scaccini C., Ghiselli A.",2006,Phenolic acids from beer are absorbed and extensively metabolized in humans,NARDINI 2006,Journal of Nutritional Biochemistry,17,,14-22,2015-04-13 21:45:26 UTC,2015-04-14 13:48:53 UTC      
1185,"Natella F., Belelli F., Ramberti A., Scaccini C.",2010,Microwave and Traditional Cooking Methods: Effect of Cooking on Antioxidant Capacity and Phenolic Compounds Content of Seven Vegetables,NATELLA 2010,Journal of Food Biochemistry,34,4,796-810,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
321,"Natera R., Castro R., Valme-Garcia-Moreno M.d., Hernandez M.J., Garcia-Barroso C.",2003,Chemometric studies of vinegars from different raw materials and processes of production,NATERA 2003,Journal of Agricultural and Food Chemistry,51,11,3345-3351,2005-11-10 11:18:43 UTC,2015-04-14 13:48:53 UTC      
87,"Natsume M., Osakabe N., Yamagishi M., Takizawa T., Nakamura T., Miyatake H., Hatano T., Yoshida T.",2000,"Analyses of polyphenols in cacao liquor, cocoa, and chocolate by normal-phase and reversed-phase HPLC",NATSUME 2000,"Bioscience, Biotechnology and Biochemistry",64,12,2581-2587,2003-12-05 10:41:49 UTC,2015-04-14 13:48:54 UTC      
1054,"Natsume M., Osakabe N., Oyama M., Sasaki M., Baba S., Nakamura Y., Osawa T., Terao J.",2003,Structures of (-)-epicatechin glucuronide identified from plasma and urine after oral ingestion of (-)-epicatechin: differences between human and rat,NATSUME 2003,Free Radic Biol Med,34,7,840-9,2015-04-13 21:45:29 UTC,2015-04-14 13:48:54 UTC      
